process	tag	realtime	%cpu	%mem	rss	peak_rss	peak_vmem	duration	memory
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0-fold_3	25.3s	539.9%	0.4%	695.3 MB	695.3 MB	1.9 GB	56.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1-full	9.9s	110.1%	0.3%	551.3 MB	551.3 MB	1.6 GB	54.2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_2-full	9.7s	109.7%	0.3%	551.1 MB	551.1 MB	1.6 GB	51.9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3-full	9.1s	109.6%	0.3%	600.4 MB	600.4 MB	1.7 GB	49.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3-null	9.2s	109.8%	0.3%	592 MB	592 MB	1.7 GB	47.1s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_2-null	9.5s	109.0%	0.3%	551.2 MB	551.2 MB	1.6 GB	44.7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1-null	9.9s	101.0%	0.3%	625.1 MB	625.1 MB	1.7 GB	42.3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_5-full	9.4s	110.5%	0.3%	554 MB	554 MB	1.6 GB	39.9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_5-null	8.9s	109.7%	0.3%	619.5 MB	619.5 MB	1.7 GB	37.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_2	39.3s	556.2%	0.4%	697.1 MB	697.1 MB	1.9 GB	1m 5s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_4	43s	546.6%	0.4%	695.5 MB	696 MB	1.9 GB	1m 3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3	42.4s	547.6%	0.4%	699.2 MB	699.2 MB	1.9 GB	1m	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1	36.3s	548.2%	0.4%	698.8 MB	698.8 MB	1.9 GB	57.7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3	9.9s	100.7%	0.3%	587.8 MB	587.8 MB	1.7 GB	53s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_5	9.7s	101.2%	0.3%	582.7 MB	587.9 MB	1.7 GB	50.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1	10s	101.2%	0.3%	605.7 MB	605.7 MB	1.7 GB	48.2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_4	9.7s	101.9%	0.3%	587.7 MB	587.7 MB	1.7 GB	45.8s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1-full	9.8s	109.8%	0.3%	655.5 MB	655.5 MB	1.7 GB	36.2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_2-null	9.5s	110.0%	0.3%	551.3 MB	551.3 MB	1.6 GB	33.8s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_2-full	10s	118.3%	0.3%	551.1 MB	551.1 MB	1.6 GB	31.5s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1-null	9.2s	110.7%	0.3%	589.4 MB	589.4 MB	1.7 GB	29.1s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_5	35.5s	543.0%	0.4%	695.8 MB	695.8 MB	1.9 GB	1m 25s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1	13.4s	82.2%	0.5%	970.9 MB	970.9 MB	9 GB	1m 13s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3	13.1s	81.0%	0.5%	997 MB	997 MB	9 GB	1m 11s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_4	13.1s	82.5%	0.5%	969.9 MB	969.9 MB	9 GB	1m 9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3-null	10.2s	108.9%	0.3%	634.7 MB	634.7 MB	1.7 GB	56.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_4-full	9.8s	115.5%	0.3%	551.1 MB	551.1 MB	1.6 GB	54.2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3-full	9.7s	112.1%	0.3%	551.2 MB	551.2 MB	1.6 GB	51.8s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_TRAIN	sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3	13s	82.6%	0.5%	999.2 MB	999.2 MB	9.3 GB	49.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_TRAIN	sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1	13.2s	82.1%	0.5%	975.6 MB	975.6 MB	9.3 GB	46.9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_TRAIN	sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_4	9.7s	101.8%	0.3%	585.8 MB	585.8 MB	1.7 GB	44.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_TRAIN	sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_5	9.6s	102.3%	0.3%	582.2 MB	582.2 MB	1.7 GB	42.3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_TRAIN	sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_2	9.9s	98.4%	0.3%	607.5 MB	607.5 MB	1.7 GB	39.9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_TRAIN	sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1	13.8s	70.2%	0.3%	530.8 MB	530.8 MB	1.6 GB	37.5s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3	23.3s	506.6%	0.4%	695.2 MB	695.2 MB	1.9 GB	35.1s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1	21.4s	482.5%	0.4%	689.2 MB	692.8 MB	1.9 GB	32.7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_2	21.3s	496.8%	0.4%	694 MB	694 MB	1.9 GB	30.3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_5	25.1s	494.5%	0.4%	694.6 MB	694.6 MB	1.9 GB	27.9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_4	22.7s	501.7%	0.4%	694.6 MB	694.6 MB	1.9 GB	55.3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_TRAIN	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_4	12.3s	86.9%	0.5%	976.7 MB	976.7 MB	9.3 GB	52.9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_TRAIN	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1	12s	83.6%	0.5%	979.1 MB	979.1 MB	9.3 GB	50.5s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_TRAIN	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_5	12.1s	84.1%	0.5%	975.8 MB	975.8 MB	9.3 GB	48.1s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_TRAIN	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3	11.9s	83.1%	0.5%	977.1 MB	977.1 MB	9.3 GB	45.8s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_TRAIN	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_2	12.2s	82.2%	0.5%	999.6 MB	999.6 MB	9.3 GB	43.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_TRAIN	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1-rgcca	13.6s	124.9%	0.3%	631.6 MB	631.6 MB	1.7 GB	41s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_TRAIN	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_2-rgcca	13.7s	125.0%	0.3%	631.7 MB	631.7 MB	1.7 GB	38.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_TRAIN	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1-sgcca	12.8s	126.8%	0.3%	655.7 MB	655.7 MB	1.8 GB	36.2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_TRAIN	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3-sgcca	13s	122.8%	0.3%	657.8 MB	657.8 MB	1.8 GB	33.8s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_TRAIN	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_4-rgcca	13.3s	126.1%	0.3%	631.8 MB	631.8 MB	1.7 GB	31.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_TRAIN	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_5-rgcca	13.1s	124.8%	0.3%	655.7 MB	655.7 MB	1.8 GB	29s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_TRAIN	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1	9.3s	102.3%	0.3%	587 MB	587 MB	1.7 GB	56.5s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_TRAIN	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3	10s	99.3%	0.3%	596.8 MB	596.8 MB	1.7 GB	54.1s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_TRAIN	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_2	10s	100.9%	0.3%	620.3 MB	620.3 MB	1.7 GB	51.7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_TRAIN	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_4	10s	102.0%	0.3%	583.6 MB	588.8 MB	1.7 GB	49.3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_TRAIN	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3-rgcca	11.6s	111.7%	0.4%	686.5 MB	686.5 MB	1.8 GB	47s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_TRAIN	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1-rgcca	11.8s	111.9%	0.4%	686.6 MB	686.6 MB	1.8 GB	44.5s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_TRAIN	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1-sgcca	11.4s	111.9%	0.4%	686.3 MB	686.3 MB	1.8 GB	42.2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_TRAIN	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_2-sgcca	11.2s	110.2%	0.4%	728.5 MB	728.5 MB	1.9 GB	39.8s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_TRAIN	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_4-rgcca	11.2s	112.9%	0.4%	686.6 MB	686.6 MB	1.8 GB	37.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_TRAIN	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_2-rgcca	11.8s	112.0%	0.4%	682.7 MB	682.7 MB	1.8 GB	35s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_TRAIN	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_4-sgcca	11.1s	112.5%	0.4%	686.5 MB	686.5 MB	1.8 GB	32.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_TRAIN	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_5-rgcca	11.1s	113.1%	0.4%	720.6 MB	720.6 MB	1.9 GB	30.2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_TRAIN	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_5-sgcca	11.8s	111.7%	0.4%	686.4 MB	686.4 MB	1.8 GB	27.8s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:FEATURE_SELECTION:COOPERATIVE_LEARNING_SELECT_FEATURE	tcga-brca	13m 22s	473.1%	0.7%	1.3 GB	1.3 GB	3 GB	13m 55s	72 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_TRAIN	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3	13.5s	81.5%	0.5%	1005 MB	1005 MB	9.2 GB	55.3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_TRAIN	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_5	13.2s	82.7%	0.5%	975.7 MB	975.7 MB	9.1 GB	53s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_TRAIN	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1	12.8s	82.8%	0.5%	1004.9 MB	1004.9 MB	9.2 GB	50.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1-fold_1	8.3s	81.3%	0.3%	486.4 MB	486.4 MB	678.4 MB	48.2s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1-fold_5	8.7s	80.9%	0.2%	443.8 MB	443.8 MB	570.8 MB	45.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_5-diablo-null	4.3s	75.5%	0.1%	244.7 MB	244.7 MB	538.3 MB	43.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-1-fold_4	7.8s	82.4%	0.2%	438.7 MB	438.7 MB	562.7 MB	41s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-1-fold_1	7.7s	82.5%	0.2%	438.8 MB	438.8 MB	562.7 MB	38.6s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_1-rgcca	4.4s	76.1%	0.1%	223.5 MB	223.5 MB	319.2 MB	36.3s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_4-diablo-full	3.6s	72.9%	0.1%	152.3 MB	152.3 MB	255.1 MB	33.9s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_5-diablo-full	3.6s	72.9%	0.1%	152.3 MB	152.3 MB	255 MB	31.5s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0.5-fold_5-sgcca	4.6s	76.9%	0.1%	223.3 MB	223.3 MB	319 MB	29.1s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0-fold_2	3s	71.3%	0.1%	200.9 MB	200.9 MB	300.1 MB	56.5s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_4-diablo-null	4s	73.8%	0.1%	243.3 MB	243.3 MB	410.2 MB	54.1s	6 GB
