method_name,dataset,fold,accuracy,balanced_accuracy,precision,average_precision_score,recall,f1_score,auc,log_loss,phi_coefficient
cooperative_learning,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.5,0.458,0.333,0.383,0.25,0.286,0.583,18.022,-0.089
cooperative_learning,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.65,0.621,0.75,0.55,0.333,0.462,0.747,12.615,0.302
cooperative_learning,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.65,0.641,0.625,0.547,0.556,0.588,0.758,12.615,0.287
cooperative_learning,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.6,0.586,0.571,0.504,0.444,0.5,0.737,14.417,0.179
cooperative_learning,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.65,0.583,0.647,0.643,0.917,0.759,0.578,12.615,0.229
cooperative_learning,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.6,0.521,0.611,0.61,0.917,0.733,0.646,14.417,0.068
cooperative_learning,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.55,0.458,0.579,0.581,0.917,0.71,0.406,16.22,-0.187
cooperative_learning,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.6,0.521,0.611,0.61,0.917,0.733,0.708,14.417,0.068
cooperative_learning,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.6,0.521,0.611,0.61,0.917,0.733,0.5,14.417,0.068
cooperative_learning,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.65,0.665,0.8,0.742,0.615,0.696,0.681,12.615,0.314
cooperative_learning,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.65,0.566,0.688,0.682,0.846,0.759,0.758,12.615,0.157
cooperative_learning,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.7,0.646,0.688,0.68,0.917,0.786,0.823,10.813,0.357
cooperative_learning,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.65,0.646,0.727,0.685,0.667,0.696,0.802,12.615,0.287
cooperative_learning,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.65,0.604,0.667,0.656,0.833,0.741,0.76,12.615,0.236
cooperative_learning,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.4,0.4,0.375,0.462,0.3,0.333,0.44,21.626,-0.204
cooperative_learning,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.6,0.6,0.625,0.562,0.5,0.556,0.645,14.417,0.204
cooperative_learning,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.45,0.45,0.444,0.478,0.4,0.421,0.6,19.824,-0.101
cooperative_learning,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.65,0.65,0.615,0.592,0.8,0.696,0.57,12.615,0.314
cooperative_learning,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.55,0.54,0.5,0.472,0.444,0.471,0.571,16.22,0.082
cooperative_learning,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.55,0.5,0.0,0.45,0.0,0.0,0.202,16.22,0.0
cooperative_learning,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.6,0.566,0.667,0.498,0.222,0.333,0.414,14.417,0.183
cooperative_learning,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.65,0.562,1.0,0.475,0.125,0.222,0.521,12.615,0.281
cooperative_learning,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.45,0.375,0.0,0.4,0.0,0.0,0.385,19.824,-0.343
cooperative_learning,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.55,0.458,0.0,0.4,0.0,0.0,0.229,16.22,-0.187
cooperative_learning,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.55,0.55,0.571,0.529,0.4,0.471,0.49,16.22,0.105
cooperative_learning,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.85,0.85,0.889,0.811,0.8,0.842,0.84,5.407,0.704
cooperative_learning,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.75,0.75,0.778,0.694,0.7,0.737,0.79,9.011,0.503
cooperative_learning,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.65,0.65,0.615,0.592,0.8,0.696,0.685,12.615,0.314
cooperative_learning,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.65,0.641,0.667,0.635,0.727,0.696,0.616,12.615,0.287
cooperative_learning,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.45,0.45,0.455,0.477,0.5,0.476,0.45,19.824,-0.101
cooperative_learning,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.6,0.6,0.6,0.56,0.6,0.6,0.63,14.417,0.2
cooperative_learning,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.55,0.55,0.6,0.53,0.3,0.4,0.71,16.22,0.115
cooperative_learning,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.7,0.687,0.714,0.597,0.556,0.625,0.768,10.813,0.39
cooperative_learning,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.6,0.616,0.538,0.519,0.778,0.636,0.687,14.417,0.242
cooperative_learning,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.35,0.333,0.222,0.356,0.25,0.235,0.208,23.428,-0.328
cooperative_learning,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.6,0.5,0.0,0.4,0.0,0.0,0.818,14.417,0.0
cooperative_learning,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.65,0.562,1.0,0.475,0.125,0.222,0.792,12.615,0.281
cooperative_learning,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.4,0.333,0.0,0.4,0.0,0.0,0.526,21.626,-0.408
cooperative_learning,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.65,0.583,0.667,0.467,0.25,0.364,0.792,12.615,0.229
cooperative_learning,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.68,0.679,0.692,0.639,0.692,0.692,0.752,11.534,0.359
cooperative_learning,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.67,0.67,0.68,0.623,0.667,0.673,0.734,11.894,0.34
cooperative_learning,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.71,0.71,0.712,0.656,0.725,0.718,0.786,10.453,0.42
cooperative_learning,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.72,0.719,0.717,0.664,0.745,0.731,0.808,10.092,0.44
cooperative_learning,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.64,0.641,0.66,0.601,0.608,0.633,0.73,12.976,0.282
cooperative_learning,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.56,0.559,0.556,0.523,0.51,0.532,0.583,15.859,0.119
cooperative_learning,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.57,0.57,0.558,0.53,0.592,0.574,0.589,15.499,0.141
cooperative_learning,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.55,0.55,0.54,0.518,0.551,0.545,0.597,16.22,0.1
cooperative_learning,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.54,0.54,0.55,0.522,0.44,0.489,0.588,16.58,0.082
cooperative_learning,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.59,0.59,0.592,0.553,0.58,0.586,0.59,14.778,0.18
cooperative_learning,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.52,0.52,0.517,0.51,0.6,0.556,0.568,17.301,0.041
cooperative_learning,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.58,0.58,0.561,0.545,0.74,0.638,0.59,15.138,0.169
cooperative_learning,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.55,0.548,0.552,0.536,0.627,0.587,0.571,16.22,0.098
cooperative_learning,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.59,0.591,0.609,0.564,0.549,0.577,0.601,14.778,0.182
cooperative_learning,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.52,0.519,0.526,0.52,0.588,0.556,0.614,17.301,0.038
cooperative_learning,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.64,0.639,0.644,0.581,0.592,0.617,0.752,12.976,0.279
cooperative_learning,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.64,0.641,0.623,0.579,0.673,0.647,0.723,12.976,0.282
cooperative_learning,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.64,0.638,0.667,0.584,0.531,0.591,0.735,12.976,0.283
cooperative_learning,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.69,0.689,0.681,0.614,0.667,0.674,0.781,11.174,0.379
cooperative_learning,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.62,0.618,0.614,0.555,0.562,0.587,0.669,13.697,0.237
cooperative_learning,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.61,0.61,0.6,0.566,0.66,0.629,0.696,14.057,0.221
cooperative_learning,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.59,0.59,0.588,0.553,0.6,0.594,0.66,14.778,0.18
cooperative_learning,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.61,0.61,0.604,0.566,0.64,0.621,0.661,14.057,0.22
cooperative_learning,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.57,0.57,0.585,0.541,0.48,0.527,0.595,15.499,0.142
cooperative_learning,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.68,0.679,0.679,0.629,0.706,0.692,0.715,11.534,0.36
cooperative_learning,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.52,0.496,0.45,0.458,0.196,0.273,0.535,17.301,-0.01
cooperative_learning,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.56,0.54,0.588,0.495,0.213,0.312,0.556,15.859,0.107
cooperative_learning,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.53,0.502,0.5,0.471,0.043,0.078,0.515,16.941,0.012
cooperative_learning,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.54,0.512,0.667,0.478,0.043,0.08,0.544,16.58,0.069
cooperative_learning,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.52,0.492,0.333,0.467,0.021,0.04,0.593,17.301,-0.048
cooperative_learning,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.59,0.59,0.592,0.553,0.58,0.586,0.703,14.778,0.18
cooperative_learning,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.63,0.63,0.62,0.572,0.633,0.626,0.684,13.336,0.26
cooperative_learning,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.61,0.61,0.6,0.557,0.612,0.606,0.652,14.057,0.22
cooperative_learning,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.6,0.598,0.61,0.551,0.51,0.556,0.625,14.417,0.2
cooperative_learning,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.58,0.58,0.571,0.537,0.571,0.571,0.652,15.138,0.16
cooperative_learning,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.5,0.481,0.519,0.521,0.792,0.627,0.61,18.022,-0.047
cooperative_learning,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.56,0.545,0.56,0.554,0.792,0.656,0.579,15.859,0.104
cooperative_learning,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.61,0.599,0.582,0.575,0.885,0.702,0.601,14.057,0.242
cooperative_learning,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.52,0.507,0.524,0.524,0.827,0.642,0.588,17.301,0.019
cooperative_learning,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.55,0.538,0.544,0.54,0.827,0.656,0.553,16.22,0.094
cooperative_learning,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.56,0.545,0.667,0.511,0.167,0.267,0.553,15.859,0.138
cooperative_learning,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.55,0.531,0.556,0.488,0.213,0.308,0.571,16.22,0.08
cooperative_learning,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.53,0.5,0.0,0.47,0.0,0.0,0.591,16.941,0.0
cooperative_learning,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.53,0.5,0.0,0.47,0.0,0.0,0.637,16.941,0.0
cooperative_learning,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.52,0.499,0.467,0.47,0.149,0.226,0.508,17.301,-0.003
cooperative_learning,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.6,0.583,0.5,0.45,0.5,0.5,0.667,14.417,0.167
cooperative_learning,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.4,0.417,0.333,0.367,0.5,0.4,0.625,21.626,-0.167
cooperative_learning,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.6,0.542,0.5,0.425,0.25,0.333,0.458,14.417,0.102
cooperative_learning,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.8,0.8,1.0,0.8,0.6,0.75,0.76,7.209,0.655
cooperative_learning,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.7,0.7,1.0,0.7,0.4,0.571,0.4,10.813,0.5
cooperative_learning,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.5,0.5,0.5,0.5,0.6,0.545,0.64,18.022,0.0
cooperative_learning,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.7,0.7,1.0,0.7,0.4,0.571,0.84,10.813,0.5
cooperative_learning,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.7,0.7,0.75,0.65,0.6,0.667,0.88,10.813,0.408
cooperative_learning,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.6,0.625,0.5,0.475,0.75,0.6,0.75,14.417,0.25
cooperative_learning,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.7,0.667,0.667,0.533,0.5,0.571,0.792,10.813,0.356
cooperative_learning,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.7,0.7,0.667,0.633,0.8,0.727,0.56,10.813,0.408
cooperative_learning,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.2,0.2,0.0,0.5,0.0,0.0,0.24,28.835,-0.655
cooperative_learning,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.4,0.4,0.4,0.46,0.4,0.4,0.28,21.626,-0.2
cooperative_learning,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.6,0.6,0.571,0.557,0.8,0.667,0.44,14.417,0.218
cooperative_learning,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.7,0.7,0.75,0.65,0.6,0.667,0.76,10.813,0.408
cooperative_learning,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.5,0.458,0.571,0.581,0.667,0.615,0.542,18.022,-0.089
cooperative_learning,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.6,0.5,0.6,0.6,1.0,0.75,0.708,14.417,0.0
cooperative_learning,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.7,0.667,0.714,0.695,0.833,0.769,0.875,10.813,0.356
cooperative_learning,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.8,0.75,0.75,0.75,1.0,0.857,0.917,7.209,0.612
cooperative_learning,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.8,0.762,0.857,0.835,0.857,0.857,0.714,7.209,0.524
cooperative_learning,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.6,0.542,0.625,0.621,0.833,0.714,0.667,14.417,0.102
cooperative_learning,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.7,0.625,0.667,0.667,1.0,0.8,0.833,10.813,0.408
cooperative_learning,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.5,0.417,0.556,0.563,0.833,0.667,0.417,18.022,-0.272
cooperative_learning,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.5,0.357,0.625,0.646,0.714,0.667,0.524,18.022,-0.327
cooperative_learning,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.6,0.524,0.714,0.71,0.714,0.714,0.333,14.417,0.048
cooperative_learning,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.8,0.792,0.833,0.794,0.833,0.833,0.833,7.209,0.583
cooperative_learning,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.7,0.667,0.714,0.695,0.833,0.769,0.875,10.813,0.356
cooperative_learning,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.4,0.333,0.5,0.533,0.667,0.571,0.479,21.626,-0.408
cooperative_learning,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.6,0.542,0.625,0.621,0.833,0.714,0.75,14.417,0.102
cooperative_learning,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.8,0.8,0.8,0.74,0.8,0.8,0.96,7.209,0.6
cooperative_learning,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.6,0.6,0.571,0.557,0.8,0.667,0.48,14.417,0.218
cooperative_learning,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.3,0.3,0.333,0.433,0.4,0.364,0.24,25.231,-0.408
cooperative_learning,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.7,0.7,0.75,0.65,0.6,0.667,0.64,10.813,0.408
cooperative_learning,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.7,0.7,0.75,0.65,0.6,0.667,0.52,10.813,0.408
cooperative_learning,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.4,0.458,0.375,0.381,0.75,0.5,0.792,21.626,-0.102
cooperative_learning,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.4,0.458,0.5,0.583,0.167,0.25,0.583,21.626,-0.102
cooperative_learning,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.6,0.6,0.571,0.557,0.8,0.667,0.72,14.417,0.218
cooperative_learning,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.7,0.7,0.667,0.633,0.8,0.727,0.8,10.813,0.408
cooperative_learning,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.6,0.6,0.571,0.557,0.8,0.667,0.48,14.417,0.218
cooperative_learning,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.4,0.4,0.429,0.457,0.6,0.5,0.44,21.626,-0.218
cooperative_learning,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.6,0.583,0.5,0.45,0.5,0.5,0.75,14.417,0.167
cooperative_learning,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.7,0.667,0.667,0.533,0.5,0.571,0.625,10.813,0.356
cooperative_learning,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.4,0.4,0.333,0.467,0.2,0.25,0.52,21.626,-0.218
cooperative_learning,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.5,0.5,0.5,0.5,0.6,0.545,0.52,18.022,0.0
